ID,Standard_Age,Site_Name,variable,Latitude,Longitude,Location,Sampling,Loc_Samp_NO,Loc_Samp_ALL,Earliest_Year,Most_Recent_Year,Early_Age,Late_Age,Time_Unit,Country,Title,Authors,DOI,file_dir
363.0,['Upper'], Yangkou Cave,"['## age\tage, , , calendar kiloyear before present, , speleothems, , ,N, 230Th Age', '## d18O\tdelta 18O, calcium carbonate, , per mil VPDB, , speleothems, , isotope ratio mass spectrometry,N,  ']",29.083,107.1667,174,351,1,1,98793.0,59347.0,0.098793,0.059347, Cal Year BP,CHN, Centennial- to millennial-scale Asian summer monsoon changes during the MIS 5/4 transition revealed by high-resolution stalagmite records from southwestern China," Rui Zhang, Xunlin Yang, Haiwei Zhang, Riping Zhang, Yingran Yan, Saisi Zuli, Yong Wang ", 10.1016/j.palaeo.2021.110390,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\asia\china\yangkou2021d18o.txt
364.0,"['Meghalayan', 'Northgrippian', 'Greenlandian', 'Upper']", Yangzi Cave,"['##"" in columns one and two.', '## depth\tdepth, , , millimeter, , speleothems, , ,N,', '## age_kyr\tage, , , calendar kiloyear before present, , speleothems, , ,N,', '## d13C\tdelta 18O, calcium carbonate, , per mil, ,speleothems,,isotope ratio mass spectrometry,N, ', '## d18O\tdelta 18O, calcium carbonate, , per mil, ,speleothems,,isotope ratio mass spectrometry,N, ']",29.7833,107.7833,175,352,1,1,118176.0,3682.0,0.118176,0.003682, Cal Year BP, China, Variation of the Asian summer monsoon since the last glacial-interglacial recorded in a stalagmite from southwest China," Yao Wu, Ting-Yong Li, Tsai-Luen Yu, Chuan-Chou Shen, Chao-Jun Chen, Jian Zhang, Jun-Yun Li, Tao Wang, Ran Huang, Si-Ya Xiao ",10.1016/j.quascirev.2020.106261 ,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\asia\china\yangzi2020iso.txt
367.0,"['Northgrippian', 'Greenlandian', 'Upper']", Mawmluh Cave,"['##"" in columns one and two.', '## Depth_top\tdepth,,,mm,,,,,N,', '## Age_BP\tage,,,calendar years BP,,,,,N,', '## d18O\tdelta 18O,calcite,,per mil VPDB,,speleothems,,isotope ratio mass spectrometry,N,original d18O', '## d18O+\tdelta 18O,calcite,95% confidence interval upper bound,per mil VPDB,,speleothems,,isotope ratio mass spectrometry,N,original d18O', '## d18O-\tdelta 18O,calcite,95% confidence interval lower bound,per mil VPDB,,speleothems,,isotope ratio mass spectrometry,N,original d18O', '## d18OIVC\tdelta 18O,calcite,,per mil VPDB,,speleothems,corrected,isotope ratio mass spectrometry,N,Corrected for ice volume changes', '## d18OIVC+\tdelta 18O,calcite,95% confidence interval upper bound,per mil VPDB,,speleothems,corrected,isotope ratio mass spectrometry,N,Corrected for ice volume changes', '## d18OIVC-\tdelta 18O,calcite,95% confidence interval lower bound,per mil VPDB,,speleothems,corrected,isotope ratio mass spectrometry,N,Corrected for ice volume changes', '## d13C\tdelta 13C,calcite,,per mil VPDB,,speleothems,,isotope ratio mass spectrometry,N,', '## d13C+\tdelta 13C,calcite,95% confidence interval upper bound,per mil VPDB,,speleothems,,isotope ratio mass spectrometry,N,', '## d13C-\tdelta 13C,calcite,95% confidence interval lower bound,per mil VPDB,,speleothems,,isotope ratio mass spectrometry,N,']",25.26,91.88,176,354,1,1,15897.0,6510.0,0.015897,0.00651, Cal Year BP, India, Climatic and in-cave influences on d18O and d13C in a stalagmite from northeastern India through the last deglaciation," Franziska A. Lechleitner, Sebastian F.M. Breitenbach, Hai Cheng, Birgit Plessen, Kira Rehfeld, Bedartha Goswami, Norbert Marwan, Deniz Eroglu, Jess Adkins, and Gerald Haug", 10.1017/qua.2017.72,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\asia\india\mawmluh2017.txt
368.0,['Meghalayan'], Mawmluh Cave,"['##"" in columns one and two.', '## Depth_mm\tdepth,aragonite,,millimeter,,speleothems,,,N,', '## Age_CE\tage,aragonite,,year Common Era,,speleothems,,,N,COPRA age model', '## d18O\tdelta 18O,aragonite,,per mil VPDB,,speleothems,,isotope ratio mass spectrometry,N,', '## d18O_error\tdelta 18O,aragonite,one standard deviation,per mil VPDB,,speleothems,,isotope ratio mass spectrometry,N,']",25.262,91.882,177,355,1,2,1964.0,2013.0,0.0,0.0, AD, India, Sensitivity of speleothem records in the Indian Summer Monsoon region to dry season infiltration," Elli R. Ronay, Sebastian F.M. Breitenbach, Jessica L. Oster",10.1038/s41598-019-41630-2 ,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\asia\india\mawmluh2019d18o.txt
369.0,['Meghalayan'], Mawmluh Cave,"['##"" in columns one and two.', '## Depth_mm\tdepth,aragonite,,millimeter,,speleothems,,,N,', '## Age_CE\tage,aragonite,,year Common Era,,speleothems,,,N,COPRA age model', '## Mg/Ca\tmagnesium/calcium,aragonite,,millimole per mole,,speleothems,smoothed,laser ablation;inductively-coupled plasma mass spectrometry,N,Gaussian kernel smoothed with bandwidth 0.15', '## Sr/Ca\tstrontium/calcium,aragonite,,millimole per mole,,speleothems,smoothed,laser ablation;inductively-coupled plasma mass spectrometry,N,Gaussian kernel smoothed with bandwidth 0.15', '## Ba/Ca\tbarium/calcium,aragonite,,millimole per mole,,speleothems,smoothed,laser ablation;inductively-coupled plasma mass spectrometry,N,Gaussian kernel smoothed with bandwidth 0.15', '## U/Ca\turanium/calcium,aragonite,,millimole per mole,,speleothems,smoothed,laser ablation;inductively-coupled plasma mass spectrometry,N,Gaussian kernel smoothed with bandwidth 0.15']",25.262,91.882,177,356,2,2,1964.0,2013.0,0.0,0.0, AD, India, Sensitivity of speleothem records in the Indian Summer Monsoon region to dry season infiltration," Elli R. Ronay, Sebastian F.M. Breitenbach, Jessica L. Oster", 10.1038/s41598-019-41630-2,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\asia\india\mawmluh2019elem.txt
370.0,"['Upper', 'Chibanian']", Mawmluh Cave,"['##"" in columns one and two.', '## depth\tdepth,,,millimeter,,Speleothems,,,N,measured from top of sample', '## age_ka\tage,,,calendar kyears before present,,Speleothems,,U series dating,N,', '## d18O\tdelta 18O,calcite,,per mil VPDB,,Speleothems,,isotope ratio mass spectrometry,N,', '## d13C\tdelta 13C,calcite,,per mil VPDB,,Speleothems,,isotope ratio mass spectrometry,N,', '## d44Ca\tdelta 44/40Ca,calcite,,per mil BSE,,Speleothems,,isotope ratio mass spectrometry,N,', '## Mg/Ca\tmagnesium/calcium,calcite,,millimole per mole,,Speleothems,,inductively coupled plasma mass spectroscopy,N,', '## Sr/Ca\tstrontium/calcium,calcite,,millimole per mole,,Speleothems,,inductively coupled plasma mass spectroscopy,N,', '## Ba/Ca\tbarium/calcium,calcite,,millimole per mole,,Speleothems,,inductively coupled plasma mass spectroscopy,N,']",25.262222,91.881667,178,357,1,1,135488.0,99231.0,0.135488,0.099231, Cal Year BP, India, Local and regional Indian Summer Monsoon precipitation dynamics during Termination II and the Last Interglacial," Matthias Magiera, Franziska A. Lechleitner, Andrea M. Erhardt, Adam Hartland, Ola Kwiecien, Hai Cheng, Harold J. Bradbury, Alexandra V. Turchyn, Sylvia Riechelmann, Lawrence Edwards, and Sebastian F.M. Breitenbach",Unknown_DOI,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\asia\india\mawmluh2019interglacial.txt
371.0,['Meghalayan'], Mawmluh Cave,"['##"" in columns one and two.', '## age_CE\tage,,,year Common Era,,speleothems,,mass spectrometry,N,U-series dates mass spectrometry', '## d18O_Zscore\tdelta 18O,,,standard deviation unit,,speleothems,,isotope ratio mass spectrometry,N,Denoised/detrended/annually interpolated/composite; Z-scored']",25.258889,91.7125,179,358,1,4,1081.0,1906.0,0.000869,4.4e-05, AD,IND, Protracted Indian Monsoon Droughts of the Past Millennium and Their Societal Impacts," Kathayat, G., Sinha, A., Breitenbach, M.F., Tan, L., Sp??tl, C., Li, H., Dong, X., Zhang, H., Ning, Y., Allan, J.R., Damodaran, V., Edwards, R.L., and Cheng, H.", 10.1073/pnas.2207487119,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\asia\india\kathayat2022\kathayat2022-comp-d18o-z.txt
372.0,['Meghalayan'], Mawmluh Cave,"['##"" in columns one and two.', '## age_CE\tage,,,year Common Era,,speleothems,,mass spectrometry,N,U-series dates mass spectrometry', '## d18O\tdelta 18O,,,per mil PDB,,speleothems,,isotope ratio mass spectrometry,N,reference period: 1081-1906 A.D.', '## d13C\tdelta 13C,,,per mil PDB,,speleothems,,isotope ratio mass spectrometry,N,reference period: 1081-1906 A.D.', '## notes\tnotes,,,,,,,,C,Core Name']",25.258889,91.7125,179,359,2,4,1080.0,1906.0,0.00087,4.4e-05, AD,IND, Protracted Indian Monsoon Droughts of the Past Millennium and Their Societal Impacts," Kathayat, G., Sinha, A., Breitenbach, M.F., Tan, L., Sp??tl, C., Li, H., Dong, X., Zhang, H., Ning, Y., Allan, J.R., Damodaran, V., Edwards, R.L., and Cheng, H.",10.1073/pnas.2207487119,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\asia\india\kathayat2022\kathayat2022-comp-d18o.txt
373.0,['Meghalayan'], Mawmluh Cave,"['##"" in columns one and two.', '## depth_mm\tdepth,,,millimeter,,speleothems,,,N,', '## age_CE\tage,,,year Common Era,,speleothems,,mass spectrometry,N,U-series dates mass spectrometry', '## d18O\tdelta 18O,,,per mil PDB,,speleothems,,isotope ratio mass spectrometry,N,reference period: 1081-1906 A.D.', '## d13C\tdelta 13C,,,per mil PDB,,speleothems,,isotope ratio mass spectrometry,N,reference period: 1081-1906 A.D.']",25.258889,91.7125,179,360,3,4,1080.0,1854.0,0.00087,9.6e-05, AD,IND, Protracted Indian Monsoon Droughts of the Past Millennium and Their Societal Impacts," Kathayat, G., Sinha, A., Breitenbach, M.F., Tan, L., Sp??tl, C., Li, H., Dong, X., Zhang, H., Ning, Y., Allan, J.R., Damodaran, V., Edwards, R.L., and Cheng, H.",10.1073/pnas.2207487119,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\asia\india\kathayat2022\kathayat2022-ml-5.txt
374.0,['Meghalayan'], Mawmluh Cave,"['##"" in columns one and two.', '## depth_mm\tdepth,,,millimeter,,speleothems,,,N,', '## age_CE\tage,,,year Common Era,,speleothems,,mass spectrometry,N,U-series dates mass spectrometry', '## d18O\tdelta 18O,,,per mil PDB,,speleothems,,isotope ratio mass spectrometry,N,reference period: 1081-1906 A.D.', '## d13C\tdelta 13C,,,per mil PDB,,speleothems,,isotope ratio mass spectrometry,N,reference period: 1081-1906 A.D.']",25.258889,91.7125,179,361,4,4,1738.0,1906.0,0.000212,4.4e-05, AD,IND, Protracted Indian Monsoon Droughts of the Past Millennium and Their Societal Impacts," Kathayat, G., Sinha, A., Breitenbach, M.F., Tan, L., Sp??tl, C., Li, H., Dong, X., Zhang, H., Ning, Y., Allan, J.R., Damodaran, V., Edwards, R.L., and Cheng, H.",10.1073/pnas.2207487119,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\asia\india\kathayat2022\kathayat2022-ml-8.txt
375.0,"['Meghalayan', 'Northgrippian', 'Greenlandian', 'Upper', 'Chibanian']", Eden Cave,"['##"" in columns one and two.', '##notes\tnotes-stalagmite sample ID,,,,,,,,C', '##age_calkaBP\tage, , , calendar kyears before present, , , , ,N', '##age_calkaBPerr\tage error, , , calendar years before present, , , , 2 sigma,N\t']",37.1,128.5014,180,362,1,1,540020.0,730.0,0.54002,0.00073, Cal Year BP, South Korea," Mid-latitude interhemispheric hydrologic seesaw over the past 550,000 years"," Kyoung-nam Jo, Kyung Sik Woo, Sangheon Yi, Dong Yoon Yang, Hyoun Soo Lim, Yongjin Wang, Hai Cheng and R. Lawrence Edwards", 10.1038/nature13076,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\asia\korea\jo2014korea230th.txt
376.0,['Meghalayan'], Tham Doun Mai Cave,"['##"" in columns one and two.', '## Depth_mm\tdepth,,,mm,,,,,N,Mid-point depth from top of stalagmite', '## Age_YrBP\tage,,,calendar year before present,,speleothems,,,N,U-Th Series; Annual Laminae', '## Age_YrBP+\tage,,upper error,calendar year before present,,speleothems,,,N,U-Th Series; Annual Laminae', '## Age_YrBP-\tage,,lower error,calendar year before present,,speleothems,,,N,U-Th Series; Annual Laminae', '## d13C\tdelta 13C,calcium carbonate,,per mil VPDB,,speleothems,,isotope ratio mass spectrometry,N,', '## d18O\tdelta 18O,calcium carbonate,,per mil VPDB,,speleothems,,isotope ratio mass spectrometry,N,']",20.75,102.65,181,363,1,1,2001.0,71.0,0.002001,7.1e-05, Cal Year BP, Laos , Hydroclimatic variability in Southeast Asia over the past two millennia," Jessica K. Wang, Kathleen R. Johnson, Andrea Borsato, Dillon J. Amaya, Michael L. Griffiths, Gideon M. Henderson, Silvia Frisia, Andrew Mason ", 10.1016/j.epsl.2019.115737,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\asia\laos\tham-doun-mai2019iso.txt
377.0,['Meghalayan'], Klang Cave ,"['##"" in columns one and two.', '## sample\tsample ID,,,,,speleothems,,,C, Stalagmites TK16 TK13 TK133 or composite of all 3 ', '## depth\tdepth, , , mm, , speleothems, , ,N, Depth from top', '## age_CE\tage, , , year Common Era, , speleothems, , ,N,', '## d18O\tdelta18O, calcium carbonate, , per mil VPDB, ,speleothems,,isotope ratio mass spectrometry,N,']",8.33,98.73,182,364,1,4,-695.0,2004.0,0.002645,0.0, AD, Thailand," Rainfall variations in central Indo-Pacific over the past 2,700 y"," Liangcheng Tan, Chuan-Chou Shen, Ludvig L?wemark, Sakonvan Chawchai, R. Lawrence Edwards, Yanjun Cai, Sebastian F.M. Breitenbach, Hai Cheng, Yu-Chen Chou, Helmut Duerrast, Judson W. Partin, Wenju Cai, Akkaneewut Chabangborn, Yongli Gao, Ola Kwiecien, Chung-Che Wu, Zhengguo Shi, Huang-Hsiung Hsu, Barbara Wohlfarth",10.1073/pnas.1903167116 ,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\asia\thailand\klang2019d18o.txt
378.0,['Meghalayan'], Klang Cave ,"['##"" in columns one and two.', '## age_CE\tage, , , year Common Era, , speleothems, , ,N,', '## ITCZSI\tIntertropical Convergence Zone Shift Index, , , , ,climate reconstruction,,,N,']",8.33,98.73,182,365,2,4,1.0,2004.0,0.001949,0.0, AD, Thailand," Rainfall variations in central Indo-Pacific over the past 2,700 y"," Liangcheng Tan, Chuan-Chou Shen, Ludvig L?wemark, Sakonvan Chawchai, R. Lawrence Edwards, Yanjun Cai, Sebastian F.M. Breitenbach, Hai Cheng, Yu-Chen Chou, Helmut Duerrast, Judson W. Partin, Wenju Cai, Akkaneewut Chabangborn, Yongli Gao, Ola Kwiecien, Chung-Che Wu, Zhengguo Shi, Huang-Hsiung Hsu, Barbara Wohlfarth",10.1073/pnas.1903167116 ,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\asia\thailand\klang2019itczsi.txt
379.0,"['Meghalayan', 'Northgrippian', 'Greenlandian']", Klang Cave,"['## sample\tsample identification, , , , , speleothems, , ,C, stalagmite ID; TK133 from Tan et al. 2019; TKcomposite combines data from 4 samples \t', '## depth\tdepth, , , millimeter, , speleothems, , ,N,', '## age\tage, , , calendar year before present, , speleothems, , ,N,', '## d18O\tdelta 18O, calcium carbonate, , per mil VPDB, , speleothems, , isotope ratio mass spectrometry,N, ']",8.33,98.73,182,366,3,4,11230.0,83.0,0.01123,8.3e-05, Cal Year BP,THA, Hydroclimate variability of central Indo-Pacific region during the Holocene," Sakonvan Chawchai, Liangcheng Tan, Ludvig L??wemark, Hao-Cheng Wang, Tsai-Luen Yu, Yun-Chuan Chung, Horng-Sheng Mii, Guangxin Liu, Maarten Blaauw, Shou-Yeh Gong, Barbara Wohlfarth, Chuan-Chou Shen  ",10.1016/j.quascirev.2020.106779,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\asia\thailand\klang2021d18o.txt
380.0,"['Meghalayan', 'Northgrippian', 'Greenlandian']", Klang Cave,"['## age\tage, , , calendar year before present, , speleothems; climate reconstructions, , ,N,', '## ITCZ-SI\tIntertropical Convergence Zone Index, delta 18O, , dimensionless, , speleothems; climate reconstructions, , ,N, ITCZ shift index']",8.33,98.73,182,367,4,4,11260.0,80.0,0.01126,8e-05, Cal Year BP,THA, Hydroclimate variability of central Indo-Pacific region during the Holocene," Sakonvan Chawchai, Liangcheng Tan, Ludvig L??wemark, Hao-Cheng Wang, Tsai-Luen Yu, Yun-Chuan Chung, Horng-Sheng Mii, Guangxin Liu, Maarten Blaauw, Shou-Yeh Gong, Barbara Wohlfarth, Chuan-Chou Shen  ",10.1016/j.quascirev.2020.106779,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\asia\thailand\klang2021itczsi.txt
381.0,"['Greenlandian', 'Upper']", Ball Gown Cave ,"['##"" in columns one and two.', '## stalagmite\tstalagmite name,,,,,,,,C', '## depth_mm\tdepth, , , mm, , , distance from base, ,N', '## age_calBP\tage, , , calendar years before present, , , reference period: 356-39971 yrBP, ,N', '## d18OcarbVPDB\tdelta 18O, calcium carbonate, , per mil VPDB, ,speleothems, , isotope ratio mass spectrometry,N ', '## d13CcarbVPDB\tdelta 13C, calcium carbonate, , per mil VPDB, ,speleothems, , isotope ratio mass spectrometry,N ']",-17.33,124.083,183,368,1,1,39971.0,8367.0,0.039971,0.008367, Cal Year BP, Australia, Decoupling of monsoon activity across the northern and southern Indo-Pacific during the Late Glacial," R.F. Denniston, Y. Asmerom, V.J. Polyak, A.D. Wanamaker Jr., C.C. Ummenhofer, W.F. Humphreys, J. Cugley, D. Woods, S. Lucker", 10.1016/j.quascirev.2017.09.014,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\australia\ballgown2017iso.txt
382.0,['Upper'], Ball Gown Cave ,"['## depth_mm\tdistance from stalagmite base, , , mm, , , , ,N', '## age_calBP\tAge,,,,calendar years BP,,reference period: 8370-40100 yr_BP,,N', '## d18OcarbVPDB\tdelta 18O,calcium carbonate,,,per mil VPDB,speleothem,,,N']",-17.333333,-17.333333,184,369,1,5,39971.0,36312.0,0.039971,0.036312, Cal Year BP, Australia, North Atlantic Forcing of Millennial-Scale Australian Monsoon Variability during the Late Glacial.,"  Rhawn F. Denniston, Karl-Heinz Wyrwoll, Yemane Asmerom, Victor J. Polyak, William F. Humphreys, John Cugley, David Woods, Zachary LaPointe, Julian Peota, Elizabeth Greaves",Unknown_DOI,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\australia\ballgowncave2013wg10.txt
383.0,['Greenlandian'], Ball Gown Cave ,"['## depth_mm\tdistance from stalagmite base, , , mm, , , , ,N', '## age_calBP\tAge,,,,calendar years BP,,reference period: 8370-40100 yr_BP,,N', '## d18OcarbVPDB\tdelta 18O,calcium carbonate,,,per mil VPDB,speleothem,,,N']",-17.333333,-17.333333,184,370,2,5,11173.0,8367.0,0.011173,0.008367, Cal Year BP, Australia, North Atlantic Forcing of Millennial-Scale Australian Monsoon Variability during the Late Glacial.,"  Rhawn F. Denniston, Karl-Heinz Wyrwoll, Yemane Asmerom, Victor J. Polyak, William F. Humphreys, John Cugley, David Woods, Zachary LaPointe, Julian Peota, Elizabeth Greaves",Unknown_DOI,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\australia\ballgowncave2013wg11.txt
384.0,['Upper'], Ball Gown Cave ,"['## depth_mm\tdistance from stalagmite base, , , mm, , , , ,N', '## age_calBP\tAge,,,,calendar years BP,,reference period: 8370-40100 yr_BP,,N', '## d18OcarbVPDB\tdelta 18O,calcium carbonate,,,per mil VPDB,speleothem,,,N']",-17.333333,-17.333333,184,371,3,5,24379.0,18496.0,0.024379,0.018496, Cal Year BP, Australia, North Atlantic Forcing of Millennial-Scale Australian Monsoon Variability during the Late Glacial.,"  Rhawn F. Denniston, Karl-Heinz Wyrwoll, Yemane Asmerom, Victor J. Polyak, William F. Humphreys, John Cugley, David Woods, Zachary LaPointe, Julian Peota, Elizabeth Greaves",Unknown_DOI,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\australia\ballgowncave2013wg14.txt
385.0,['Upper'], Ball Gown Cave ,"['## depth_mm\tdistance from stalagmite base, , , mm, , , , ,N', '## age_calBP\tAge,,,,calendar years BP,,reference period: 8370-40100 yr_BP,,N', '## age_calBPcor\tAge corrected,,,,calendar years BP,,age model in corrigendum to original article,,N', '## d18OcarbVPDB\tdelta 18O,calcium carbonate,,,per mil VPDB,speleothem,,,N']",-17.333333,-17.333333,184,372,4,5,40174.0,32617.0,0.040174,0.032617, Cal Year BP, Australia, North Atlantic Forcing of Millennial-Scale Australian Monsoon Variability during the Late Glacial.,"  Rhawn F. Denniston, Karl-Heinz Wyrwoll, Yemane Asmerom, Victor J. Polyak, William F. Humphreys, John Cugley, David Woods, Zachary LaPointe, Julian Peota, Elizabeth Greaves",Unknown_DOI,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\australia\ballgowncave2013wg16.txt
386.0,['Upper'], Ball Gown Cave ,"['## depth_mm\tdistance from stalagmite base, , , mm, , , , ,N', '## age_calBP\tAge,,,,calendar years BP,,reference period: 8370-40100 yr_BP,,N', '## age_calBPcor\tAge corrected,,,,calendar years BP,,age model in corrigendum to original article,,N', '## d18OcarbVPDB\tdelta 18O,calcium carbonate,,,per mil VPDB,speleothem,,,N']",-17.333333,-17.333333,184,373,5,5,27128.0,22772.0,0.027128,0.022772, Cal Year BP, Australia, North Atlantic Forcing of Millennial-Scale Australian Monsoon Variability during the Late Glacial.,"  Rhawn F. Denniston, Karl-Heinz Wyrwoll, Yemane Asmerom, Victor J. Polyak, William F. Humphreys, John Cugley, David Woods, Zachary LaPointe, Julian Peota, Elizabeth Greaves", 10.1016/j.quascirev.2013.04.012,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\australia\ballgowncave2013wg5.txt
387.0,"['Greenlandian', 'Upper']", Ball Gown Cave ,"['## depth_mm\tdistance from stalagmite base, , , mm, , , , ,N', '## age_calBP\tAge,,,,calendar years BP,,reference period: 8370-40100 yr_BP,,N', '## age_calBPcor\tAge corrected,,,,calendar years BP,,age model in corrigendum to original article,,N', '## d18OcarbVPDB\tdelta 18O,calcium carbonate,,,per mil VPDB,speleothem,,,N']",117.333333,117.333333,185,374,1,1,16788.0,8373.0,0.016788,0.008373, Cal Year BP, Australia, North Atlantic Forcing of Millennial-Scale Australian Monsoon Variability during the Late Glacial.,"  Rhawn F. Denniston, Karl-Heinz Wyrwoll, Yemane Asmerom, Victor J. Polyak, William F. Humphreys, John Cugley, David Woods, Zachary LaPointe, Julian Peota, Elizabeth Greaves",Unknown_DOI,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\australia\ballgowncave2013wg6.txt
388.0,"['Northgrippian', 'Greenlandian']", Cape Range,"['## age_calBP\tAge,,,,calendar years BP,,,,N', '## d13CcarbVPDB\tdelta 13C,calcium carbonate,,,per mil VPDB,speleothem,,,N', '## d18OcarbVPDB\tdelta 18O,calcium carbonate,,,per mil VPDB,speleothem,,,N']",-22.1,113.9,186,375,1,2,10562.0,5736.0,0.010562,0.005736, Cal Year BP, Australia, A Last Glacial Maximum Through Middle Holocene Stalagmite Record of Coastal Western Australia Climate.," Rhawn F. Denniston, Yemane Asmerom, Matthew Lachniet, Victor J. Polyak, Pandora Hope, Ni An, Kristyn Rodzinyak, William F. Humphreys", 10.1016/j.quascirev.2013.07.002 ,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\australia\caperange2013c126-117.txt
389.0,['Upper'], Cape Range,"['## age_calBP\tAge,,,,calendar years BP,,,,N', '## d13CcarbVPDB\tdelta 13C,calcium carbonate,,,per mil VPDB,speleothem,,,N', '## d18OcarbVPDB\tdelta 18O,calcium carbonate,,,per mil VPDB,speleothem,,,N']",-22.1,113.9,186,376,2,2,25700.0,15215.0,0.0257,0.015215, Cal Year BP, Australia, A Last Glacial Maximum Through Middle Holocene Stalagmite Record of Coastal Western Australia Climate.," Rhawn F. Denniston, Yemane Asmerom, Matthew Lachniet, Victor J. Polyak, Pandora Hope, Ni An, Kristyn Rodzinyak, William F. Humphreys", 10.1016/j.quascirev.2013.07.002 ,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\australia\caperange2013c126-118.txt
390.0,['Meghalayan'], Careys Cave,"['##"" in columns one and two.', '## Depth\tDepth,,,millimeter,,speleothems,,,N,', '## Median_Age\tAge,,,year Common Era,,speleothems,,,N,U-Th series; radiocarbon; undatable', '## 95AgeDown\tAge,,95% confidence interval lower bound,year Common Era,,speleothems,,,N,U-Th series; radiocarbon; undatable', '## 68AgeDown\tAge,,68% confidence interval lower bound,year Common Era,,speleothems,,,N,U-Th series; radiocarbon; undatable', '## 68AgeUp\tAge,,68% confidence interval upper bound,year Common Era,,speleothems,,,N,U-Th series; radiocarbon; undatable', '## 95AgeUp\tAge,,95% confidence interval upper bound,year Common Era,,speleothems,,,N,U-Th series; radiocarbon; undatable', '## d18O\tdelta 18O,calcium carbonate,,per mil VPDB,,speleothems,,isotope ratio mass spectrometry,N,', '## d13C\tdelta 13C,calcium carbonate,,per mil VPDB,,speleothems,,isotope ratio mass spectrometry,N,', '## MgCa\tmagnesium/calcium,calcium carbonate,,,,speleothems,,inductively-coupled plasma atomic emission spectroscopy,N,', '## SrCa\tstrontium/calcium,calcium carbonate,,,,speleothems,,inductively-coupled plasma atomic emission spectroscopy,N,']",-35.07,148.66,187,377,1,1,1867.0,1990.0,8.3e-05,0.0, AD, Australia, Historical droughts in Southeast Australia recorded in a New South Wales stalagmite ," Nick Scroxton, Maureen Walczak, Monika Markowska, Jian-xin Zhao, Stewart Fallon",10.1177/0959683620981717,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\australia\carreys2021.txt
391.0,['Meghalayan'], Cave KNI-51,"['##"" in columns one and two.', '##age_AD\tage, , , AD, , , , ,N', '##FloodLayer\tFlood Layer presence/absence, calcium carbonate, , , ,speleothem, 0=no flood layer 1=flood layer, ,N', '##notes\tnotes - stalagmite name,,,,,,,,C']",-15.18,128.37,188,378,1,9,561.0,1535.0,0.001389,0.000415, AD, Australia, Extreme rainfall activity in the Australian tropics reflects changes in the El Ni?±o/Southern Oscillation over the last two millennia," Rhawn F. Denniston, Gabriele Villarini, Angelique N. Gonzales, Karl-Heinz Wyrwoll, Victor J. Polyak, Caroline C. Ummenhofer, Matthew S. Lachniet, Alan D. Wanamaker, Jr, William F. Humphreys, David Woods, and John Cugley", 10.1073/pnas.1422270112,C:\Users\11\Desktop\石笋\90-180\data\pub\data\paleo\speleothem\australia\kni-51-10-2015flood.txt
